text,joint
"The battery life seems to be very good, and have had no issues with it.",BATTERY#OPERATION_PERFORMANCE/positive
Strong performance in this device makes use of fun and a strong sense of the era of speed,LAPTOP#OPERATION_PERFORMANCE/positive
The only thing I would change about it is the mouse keys.,MOUSE#QUALITY/negative
The LED backlit display makes my pictures pop so much more.,DISPLAY#DESIGN_FEATURES/positive
I'll rather be out of date then spend more money on toshiba.,COMPANY#GENERAL/negative
But the screen size is not that bad for email and web browsing.,DISPLAY#DESIGN_FEATURES/neutral
"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",SUPPORT#QUALITY/negative
"Also, after restarting the laptop it constantly made high pitched electronic noises.",LAPTOP#QUALITY/negative
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.","LAPTOP#QUALITY/negative,KEYBOARD#GENERAL/neutral"
The only problem is a lack of screen resolutions!,"LAPTOP#GENERAL/positive,DISPLAY#QUALITY/negative"
"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.","BATTERY#QUALITY/neutral,BATTERY#OPERATION_PERFORMANCE/positive"
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,SOFTWARE#MISCELLANEOUS/positive
I was disappointed when I realized that the keyboard doesn't light up on this model.,KEYBOARD#DESIGN_FEATURES/negative
"Probably not a gaming machine, which I have zero interest in.",LAPTOP#MISCELLANEOUS/neutral
"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",LAPTOP#QUALITY/negative
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","LAPTOP#MISCELLANEOUS/positive,BATTERY#OPERATION_PERFORMANCE/positive"
I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,COMPANY#GENERAL/neutral
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",SUPPORT#QUALITY/positive
"The design is awesome, quality is unprecedented.","LAPTOP#QUALITY/positive,LAPTOP#DESIGN_FEATURES/positive"
"I'm an amature, so this does more than I can handle.",LAPTOP#GENERAL/positive
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,"LAPTOP#DESIGN_FEATURES/neutral,LAPTOP#PRICE/negative"
"Also the speakers are not very loud, But it is a netbook.",MULTIMEDIA_DEVICES#QUALITY/neutral
Purchased it for my birthday and love it!,LAPTOP#GENERAL/positive
Con: Hate that it has no disk drive.,LAPTOP#DESIGN_FEATURES/negative
I hate it.,LAPTOP#GENERAL/negative
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.","LAPTOP#GENERAL/positive,BATTERY#OPERATION_PERFORMANCE/positive"
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",LAPTOP#QUALITY/positive
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive,LAPTOP#USABILITY/positive"
They said it was a computer error on this type of computer.,LAPTOP#MISCELLANEOUS/negative
The 'A' key became jammed so that sometimes it wouldn't press in.,KEYBOARD#QUALITY/negative
I am very happy with this computer.,LAPTOP#GENERAL/positive
I've had my MacBook Pro for three years now and still love it!,LAPTOP#GENERAL/positive
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,"LAPTOP#MISCELLANEOUS/negative,LAPTOP#USABILITY/negative"
Just don't waste your time and money on this.,LAPTOP#GENERAL/negative
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",MOUSE#USABILITY/positive
"It is absolutely horrible to use, despite all its so called advanced features.","LAPTOP#USABILITY/negative,LAPTOP#DESIGN_FEATURES/neutral"
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,SUPPORT#QUALITY/negative
There is a blank lighted screen when I start and that is all.,DISPLAY#OPERATION_PERFORMANCE/negative
And Toshiba is a quality supplier.,COMPANY#GENERAL/positive
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","SOFTWARE#OPERATION_PERFORMANCE/neutral,SOFTWARE#DESIGN_FEATURES/neutral,SOFTWARE#USABILITY/positive"
So I'm disappointed in that because communicating with my relatives out of the area is a priority.,LAPTOP#DESIGN_FEATURES/negative
It doesnt work worth a damn.,LAPTOP#GENERAL/negative
I would definitely recommend checking out this laptop if you are in the market for one.,LAPTOP#GENERAL/positive
1.Great display.,DISPLAY#GENERAL/positive
May be better for the occasional web surfer.,LAPTOP#MISCELLANEOUS/neutral
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,BATTERY#OPERATION_PERFORMANCE/negative
C) a large hard drive instead of using the Cloud,HARD_DISC#DESIGN_FEATURES/positive
And Toshiba is totally unconcerned.,SUPPORT#QUALITY/negative
They click.,MOUSE#QUALITY/negative
Most of the things about the laptop is awesome except the touchpad.,"MOUSE#GENERAL/negative,LAPTOP#GENERAL/positive"
It's face and depanable.,LAPTOP#QUALITY/positive
"At first when I got this product, I loved it.",LAPTOP#GENERAL/positive
"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","LAPTOP#GENERAL/negative,LAPTOP#QUALITY/negative"
"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.","LAPTOP#DESIGN_FEATURES/positive,OS#GENERAL/positive"
"It is exactly what I expected, and the price is excellent!","LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
I bought this laptop on Saturday and am completely in love with it!,LAPTOP#GENERAL/positive
I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,SUPPORT#QUALITY/negative
They loved it.,LAPTOP#GENERAL/positive
"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.",LAPTOP#GENERAL/positive
The body is a bit cheaply made so it will be interesting to see how long it holds up.,LAPTOP#QUALITY/negative
"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.","OS#USABILITY/positive,LAPTOP#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive,DISPLAY#QUALITY/positive"
GREAT INVESTMENT!,LAPTOP#GENERAL/positive
"I would love to keep this laptop, but will be sending it back and looking for a different brand.","LAPTOP#GENERAL/negative,COMPANY#GENERAL/negative"
It's perfect!,LAPTOP#GENERAL/positive
"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.","MOUSE#DESIGN_FEATURES/neutral,MOUSE#USABILITY/neutral"
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",LAPTOP#OPERATION_PERFORMANCE/positive
Never been hacked.,LAPTOP#QUALITY/positive
I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,SUPPORT#QUALITY/negative
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","GRAPHICS#GENERAL/positive,LAPTOP#MISCELLANEOUS/positive"
Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,SUPPORT#QUALITY/negative
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","DISPLAY#QUALITY/negative,MOUSE#QUALITY/negative,KEYBOARD#QUALITY/negative"
Enjoy that Toshib force and durability unparalleled,"LAPTOP#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
The hdd has a scratching noise.,HARD_DISC#QUALITY/negative
"I plugged it into my existing printers and it just worked, no fuss no muss.",LAPTOP#CONNECTIVITY/positive
"the features are great, the only thing it needs is better speakers.","MULTIMEDIA_DEVICES#GENERAL/negative,LAPTOP#DESIGN_FEATURES/positive"
That includes transferring my music and movies.,LAPTOP#USABILITY/positive
The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,SHIPPING#QUALITY/negative
"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#QUALITY/negative
It gives me the power and speed that I need to run all the programs I use to edit.,LAPTOP#OPERATION_PERFORMANCE/positive
"Buy it, love it, and I promise you won't regret it.",LAPTOP#GENERAL/positive
When you click and don't wait.,LAPTOP#OPERATION_PERFORMANCE/positive
The pictures are clear as can be.,DISPLAY#QUALITY/positive
The acer one compuer is a great computer.,LAPTOP#GENERAL/positive
"Waited on getting this computer, but it has been a great change.","LAPTOP#GENERAL/positive,LAPTOP#GENERAL/positive"
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;","LAPTOP#MISCELLANEOUS/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/positive,BATTERY#OPERATION_PERFORMANCE/positive"
I'd recommend this laptop to anyone!,LAPTOP#GENERAL/positive
I love my new ThinkPad!,LAPTOP#GENERAL/positive
"It has plenty of memory, lots of hard drive, and great graphics.","HARD_DISC#DESIGN_FEATURES/positive,GRAPHICS#GENERAL/positive,MEMORY#DESIGN_FEATURES/positive"
It does not keep internet signals no matter where you bring it.,LAPTOP#CONNECTIVITY/negative
"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.","LAPTOP#DESIGN_FEATURES/positive,OS#GENERAL/positive"
It started out getting hot after only a few months.,LAPTOP#QUALITY/negative
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.","MOUSE#OPERATION_PERFORMANCE/neutral,LAPTOP#DESIGN_FEATURES/negative"
My MacBook Pro has been a huge disappointment.,LAPTOP#GENERAL/negative
Says it is failing hard drive.,HARD_DISC#QUALITY/negative
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.","OPTICAL_DRIVES#QUALITY/negative,HARD_DISC#QUALITY/negative,MOTHERBOARD#QUALITY/negative,SUPPORT#QUALITY/negative,LAPTOP#QUALITY/negative"
Did not disappoint me at all.,LAPTOP#GENERAL/positive
Unable to boot up this brand new laptop.,"LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.","LAPTOP#USABILITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"Otherwise, I love it!",LAPTOP#GENERAL/positive
Excellent speed for processing data.,LAPTOP#OPERATION_PERFORMANCE/positive
It wouldn't fit in most 17-inch bags.,LAPTOP#DESIGN_FEATURES/negative
"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.","LAPTOP#QUALITY/positive,LAPTOP#DESIGN_FEATURES/positive"
Pretty good laptop.,LAPTOP#GENERAL/positive
I was not aware that this product cannot display websites that contain Flash.,LAPTOP#USABILITY/negative
Can not believe the price!,LAPTOP#PRICE/positive
5) Cut my losses and sold it for parts,LAPTOP#GENERAL/negative
It is in the best condition and has a really high quality.,LAPTOP#QUALITY/positive
after much effort and 10 days ASUS replaced it,SUPPORT#QUALITY/negative
I love this computer.,LAPTOP#GENERAL/positive
not a good computer at all.,LAPTOP#GENERAL/negative
"It is also very lightweight, making transporting this computer very easy.","LAPTOP#PORTABILITY/positive,LAPTOP#DESIGN_FEATURES/positive"
My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL/negative
No viruses.,LAPTOP#QUALITY/positive
The Macbook is a fantastic laptop.,LAPTOP#GENERAL/positive
"One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive.","LAPTOP#DESIGN_FEATURES/positive,OS#GENERAL/positive"
"Laptops are usually used on the go, so why not give you a better battery?",BATTERY#OPERATION_PERFORMANCE/negative
I'm very happy with this machine!,LAPTOP#GENERAL/positive
I had to pay for the shipping!,SUPPORT#QUALITY/negative
returned it.,LAPTOP#GENERAL/negative
The touch screen response is fast and it picks up bluetooth and wifi FAST.,"DISPLAY#OPERATION_PERFORMANCE/positive,LAPTOP#CONNECTIVITY/positive"
Had to return the computer.,LAPTOP#GENERAL/negative
I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/positive"
This laptop is insane!!!,LAPTOP#GENERAL/positive
do not use the facial recognition,SOFTWARE#GENERAL/negative
I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,SUPPORT#MISCELLANEOUS/negative
"And while tapping the mousepad to try to get it to work, your palm would inevitably touch the side which would pull up the side windows and block your ability to find the mouse.","MOUSE#OPERATION_PERFORMANCE/negative,MOUSE#USABILITY/negative"
