text,aspect,polarity
The computer first started malfunctioning 3 months after purchasing it.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","negative,negative"
this computer is very slow,LAPTOP#OPERATION_PERFORMANCE,negative
"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.","LAPTOP#PRICE,DISPLAY#DESIGN_FEATURES,LAPTOP#GENERAL","neutral,positive,positive"
"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.","OS#USABILITY,LAPTOP#DESIGN_FEATURES,LAPTOP#GENERAL,DISPLAY#QUALITY","positive,positive,positive,positive"
I saved for this laptop for 3 months and I can tell you personally it was worth the wait.,LAPTOP#GENERAL,positive
Operating a non touch screen on this system is a royal pain!,OS#USABILITY,negative
I like the design rather sleek and light.,LAPTOP#DESIGN_FEATURES,positive
This is what I was looking for.,LAPTOP#GENERAL,positive
If you have the money I suggest going for the i7.,LAPTOP#GENERAL,positive
"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","LAPTOP#QUALITY,SUPPORT#QUALITY","negative,negative"
I will have to say that I love my MacBook Pro!,LAPTOP#GENERAL,positive
DEFINITELY recommended!!!,LAPTOP#GENERAL,positive
i can use it for all of my needs.,LAPTOP#GENERAL,positive
I've had it for a minth and so far it's shut down completely 3 times.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","negative,negative"
"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",LAPTOP#CONNECTIVITY,negative
This Laptop is the Best of the best!,LAPTOP#GENERAL,positive
"what an elegant, wonderful machine.","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
Windows 7 rocks.,OS#GENERAL,positive
I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,BATTERY#OPERATION_PERFORMANCE,negative
Will probably get another one for my wife!,LAPTOP#GENERAL,positive
"Some features arent friendly ( volume wheel, sound quality, etc.","LAPTOP#USABILITY,MULTIMEDIA_DEVICES#QUALITY,MULTIMEDIA_DEVICES#USABILITY","negative,negative,negative"
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...","DISPLAY#GENERAL,LAPTOP#CONNECTIVITY,LAPTOP#USABILITY,LAPTOP#QUALITY","positive,negative,negative,positive"
"Seriously, save yourself the hassle and purchase from a different company.",COMPANY#GENERAL,negative
"Also, the battery does not last very long at all.",BATTERY#OPERATION_PERFORMANCE,negative
The only problems are the sound isnt very loud I have to wear headphones.,MULTIMEDIA_DEVICES#QUALITY,negative
"Screen is awesome, battery life is good.","DISPLAY#GENERAL,BATTERY#OPERATION_PERFORMANCE","positive,positive"
Its fast and another thing I like is that it has three USB ports.,"LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"LAPTOP#USABILITY,LAPTOP#DESIGN_FEATURES","negative,negative"
They sent it back with a huge crack in it and it still didn't work.,SUPPORT#QUALITY,negative
"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.","LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","neutral,neutral"
Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,SUPPORT#QUALITY,negative
I had to wait 3 weeks to get it back and it still is not working properly.,SUPPORT#QUALITY,negative
DO NOT RECOMMEND!,LAPTOP#GENERAL,negative
So far so good with this laptop.,LAPTOP#GENERAL,positive
Love the price too!,LAPTOP#PRICE,positive
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,BATTERY#OPERATION_PERFORMANCE,neutral
"the screen is big, and everything was as described","DISPLAY#DESIGN_FEATURES,LAPTOP#GENERAL","positive,positive"
"lightweight, long battery life, excellent transition from PC;","LAPTOP#MISCELLANEOUS,LAPTOP#DESIGN_FEATURES,BATTERY#OPERATION_PERFORMANCE","positive,positive,positive"
"Great product, and couldn't be happier with it.",LAPTOP#GENERAL,positive
"My final thoughts: if you are a Mac user, stay away.",LAPTOP#MISCELLANEOUS,negative
"If they can fix this, I think it would be a very nice, cost-effective laptop.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,"LAPTOP#CONNECTIVITY,LAPTOP#DESIGN_FEATURES","negative,negative"
I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,COMPANY#GENERAL,neutral
I wasn't disappointed in its performance.,LAPTOP#OPERATION_PERFORMANCE,positive
"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.","LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
The cords always feel like they are in my way.,LAPTOP#DESIGN_FEATURES,negative
and its really cheap and you wont regret buying it.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",LAPTOP#QUALITY,negative
I bought it simply for Excel on Windows for work since I have a Macbook Air and literally the thing freezes and lags opening Excel or my web browser.,LAPTOP#OPERATION_PERFORMANCE,negative
"It was slow, locked up, and also had hardware replaced after only 2 months!","HARDWARE#QUALITY,LAPTOP#OPERATION_PERFORMANCE","negative,negative"
Even the sound is fantastic,MULTIMEDIA_DEVICES#QUALITY,positive
The only con is Windows effin 8.,OS#GENERAL,negative
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","neutral,positive"
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.","DISPLAY#QUALITY,MOUSE#USABILITY","negative,neutral"
"Oh, it is such a great piece of equipment.",LAPTOP#GENERAL,positive
All for such a great price.,LAPTOP#PRICE,positive
I also travel with it and it never gives me any problems.,"LAPTOP#GENERAL,LAPTOP#PORTABILITY","positive,positive"
"BUT I should tell you that this laptop does not have the best screen, it's certainly good enough for the average person, but if you're used to good screens this may bother you a bit, but it's certainly not unbearable by anyone's standards.",DISPLAY#GENERAL,neutral
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,SUPPORT#QUALITY,negative
This was the 3rd day and part still had not been shipped.,SUPPORT#QUALITY,negative
I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.,LAPTOP#USABILITY,positive
You'll need to upgrade and pay a little more for them.,LAPTOP#DESIGN_FEATURES,negative
"The delivery was fast, and I would not hesitate to purchase this laptop again.","SHIPPING#QUALITY,LAPTOP#GENERAL","positive,positive"
"His language was so bad I swore I was taking the turing test, and it was failing.",SUPPORT#QUALITY,negative
fast easy,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#USABILITY","positive,positive"
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,LAPTOP#OPERATION_PERFORMANCE,positive
Avoid Acer.,COMPANY#GENERAL,negative
My MacBook Pro is no exception.,LAPTOP#GENERAL,positive
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",LAPTOP#MISCELLANEOUS,neutral
"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT#QUALITY,negative
Ive had to call tech support many times.,LAPTOP#QUALITY,negative
Using this machine is like a mild form of torture.,LAPTOP#USABILITY,negative
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT#QUALITY,negative
Perfect trifecta!,LAPTOP#GENERAL,positive
I've had my MacBook Pro for three years now and still love it!,LAPTOP#GENERAL,positive
It's so nice to look at and the keys are easy to type with.,"KEYBOARD#USABILITY,LAPTOP#DESIGN_FEATURES","positive,positive"
I went to Toshiba online help and found some suggestions to fix it.,SUPPORT#QUALITY,positive
"Ok, this is probably the best laptop series ever devised by Apple.",LAPTOP#GENERAL,positive
"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.","LAPTOP#GENERAL,LAPTOP#QUALITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive,positive"
"The screen takes some getting use to, because it is smaller than the laptop.","DISPLAY#USABILITY,DISPLAY#DESIGN_FEATURES","neutral,neutral"
Doesn't have touch screen but I have a tablet so that wasn't so important.,DISPLAY#DESIGN_FEATURES,neutral
I have to keep turning it until it decides to lower and there is no mute.,"MULTIMEDIA_DEVICES#USABILITY,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,MULTIMEDIA_DEVICES#DESIGN_FEATURES","negative,negative,negative"
The apple MacBook is the best investment that I have ever made.,LAPTOP#GENERAL,positive
but after i got used to it i love it.,LAPTOP#DESIGN_FEATURES,positive
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,HARD_DISC#DESIGN_FEATURES,negative
"One drawback, I wish the keys were backlit.",KEYBOARD#DESIGN_FEATURES,negative
Has a 5-6 hour battery life.,BATTERY#OPERATION_PERFORMANCE,positive
This laptop does everything I need it to very well.,LAPTOP#GENERAL,positive
"Would like more trendy, high tech features.",LAPTOP#DESIGN_FEATURES,negative
Tried to make a recovey disk wouldnt get passed the first recovery disk.,LAPTOP#USABILITY,negative
Battery life needs more life.,BATTERY#OPERATION_PERFORMANCE,negative
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","SOFTWARE#GENERAL,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.",LAPTOP#MISCELLANEOUS,positive
When you click and don't wait.,LAPTOP#OPERATION_PERFORMANCE,positive
Battery doesn't last long web browsing (2.5 hours maybe).,BATTERY#OPERATION_PERFORMANCE,negative
3.Fairly fast.,LAPTOP#OPERATION_PERFORMANCE,positive
No Viruses!,LAPTOP#QUALITY,positive
I am very happy with this computer.,LAPTOP#GENERAL,positive
then on top of it all their cusromer service center is in the middle east.,SUPPORT#MISCELLANEOUS,negative
"The biggie though is the fact that it disconnects from the internet whenever if feels like it, even when the strength bar is filled.",LAPTOP#CONNECTIVITY,negative
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"LAPTOP#QUALITY,SUPPORT#QUALITY","negative,negative"
To be honest i think it was faulty equipment or something but idk.,LAPTOP#QUALITY,negative
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.","LAPTOP#DESIGN_FEATURES,OS#GENERAL,LAPTOP#GENERAL","positive,positive,positive"
i think that anyone looking for a good durrable laptop then this is the way to go.,"LAPTOP#GENERAL,LAPTOP#QUALITY","positive,positive"
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,"DISPLAY#USABILITY,DISPLAY#QUALITY","neutral,neutral"
First the screen goes completely out.,DISPLAY#OPERATION_PERFORMANCE,negative
"In my line of work, I often have to take work home, and this makes it so easy.",LAPTOP#USABILITY,positive
Keyboard is sturdy.,KEYBOARD#QUALITY,positive
I can't put a protector to make presentation...,LAPTOP#CONNECTIVITY,negative
The home page/startup is easy to navigate which is the one thing I was mainly concerned about.,OS#USABILITY,positive
The worst computer I have ever laid my eyes upon.,LAPTOP#GENERAL,negative
"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing","LAPTOP#USABILITY,LAPTOP#MISCELLANEOUS,LAPTOP#DESIGN_FEATURES,DISPLAY#DESIGN_FEATURES","positive,positive,positive,positive"
It takes a long time to get on the Web and to change Web Sites.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#CONNECTIVITY","negative,negative"
"The big screen allows you to enjoy watching movies , pictures and etc!",DISPLAY#DESIGN_FEATURES,positive
This machine delivers.,LAPTOP#OPERATION_PERFORMANCE,positive
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,"SUPPORT#QUALITY,SHIPPING#QUALITY","negative,positive"
I can appreciate why she recommended it!,LAPTOP#GENERAL,positive
"They are wonderful, but very dangerous when it comes to emitting heat.","LAPTOP#QUALITY,LAPTOP#GENERAL","negative,positive"
"So yes, it is ridiculously fast.",LAPTOP#OPERATION_PERFORMANCE,positive
"I use it for school, its quick and has everything I need on it.","LAPTOP#GENERAL,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
